,,,Inside 10,Inside 10,Inside 10,Inside 5,Inside 5,Inside 5
2024,CeeDee Lamb,DAL,0,0,0.00%,0,0,0.00%
2024,Tyreik McAllister,LVR,0,0,0.00%,0,0,0.00%
2024,Trey McBride,ARI,1,1,3.40%,1,1,5.90%
2024,Ray-Ray McCloud,ATL,0,0,0.00%,0,0,0.00%
2024,Jalen McMillan,TAM,0,0,0.00%,0,0,0.00%
2024,Jordan Mims,NOR,0,0,0.00%,0,0,0.00%
2024,David Moore,CAR,1,0,2.40%,0,0,0.00%
2024,Malik Nabers,NYG,1,0,3.00%,0,0,0.00%
2024,Cordarrelle Patterson,PIT,1,0,1.90%,0,0,0.00%
2024,Ricky Pearsall,SFO,0,0,0.00%,0,0,0.00%
2024,Ja'Lynn Polk,NWE,0,0,0.00%,0,0,0.00%
2024,Jalen Reagor,LAC,0,0,0.00%,0,0,0.00%
2024,Desmond Ridder,LVR,1,0,2.90%,0,0,0.00%
2024,Calvin Ridley,TEN,1,1,4.00%,0,0,0.00%
2024,Drew Sample,CIN,1,0,2.30%,0,0,0.00%
2024,Curtis Samuel,BUF,1,0,1.70%,0,0,0.00%
2024,Aaron Shampklin,PIT,1,0,1.90%,1,0,5.90%
2024,DeVonta Smith,PHI,0,0,0.00%,0,0,0.00%
2024,Jonnu Smith,MIA,1,0,2.60%,0,0,0.00%
2024,Amon-Ra St. Brown,DET,0,0,0.00%,0,0,0.00%
2024,Tyrod Taylor,NYJ,1,0,6.30%,0,0,0.00%
2024,Deven Thompkins,CAR,0,0,0.00%,0,0,0.00%
2024,Clayton Tune,ARI,0,0,0.00%,0,0,0.00%
2024,KaVontae Turpin,DAL,0,0,0.00%,0,0,0.00%
2024,Jaylen Waddle,MIA,1,0,2.60%,0,0,0.00%
2024,Malik Washington,MIA,0,0,0.00%,0,0,0.00%
2024,Jameson Williams,DET,1,1,1.50%,1,1,2.90%
2023,,,Inside 10,Inside 10,Inside 10,Inside 5,Inside 5,Inside 5
2023,Player,Tm,Att,TD,%Rush,Att,TD,%Rush
2023,Christian McCaffrey,SFO,34,11,60.70%,17,9,53.10%
2023,Tony Pollard,DAL,30,5,60.00%,13,3,54.20%
2023,Joe Mixon,CIN,38,8,80.90%,18,6,81.80%
2023,David Montgomery,DET,31,11,50.80%,17,9,58.60%
2023,Kyren Williams,LAR,32,11,62.70%,13,8,59.10%
2023,Raheem Mostert,MIA,33,13,56.90%,19,11,70.40%
2023,Jalen Hurts,PHI,29,14,43.30%,16,13,53.30%
2023,Najee Harris,PIT,23,8,59.00%,7,4,43.80%
2023,Isiah Pacheco,KAN,20,5,52.60%,9,5,50.00%
2023,Gus Edwards,BAL,30,13,48.40%,19,12,63.30%
2023,Zack Moss,IND,21,3,44.70%,9,3,34.60%
2023,Kenneth Walker,SEA,19,6,51.40%,13,5,76.50%
2023,Rachaad White,TAM,19,6,76.00%,8,6,66.70%
2023,Saquon Barkley,NYG,15,6,68.20%,6,4,100.00%
2023,Travis Etienne,JAX,16,6,48.50%,9,5,60.00%
2023,Jahmyr Gibbs,DET,21,5,34.40%,8,5,27.60%
2023,Javonte Williams,DEN,17,3,47.20%,8,3,50.00%
2023,Derrick Henry,TEN,24,8,75.00%,12,6,70.60%
2023,Josh Jacobs,LVR,22,5,59.50%,8,5,53.30%
2023,Alvin Kamara,NOR,22,4,40.00%,8,3,40.00%
2023,Josh Allen,BUF,21,12,32.80%,14,8,43.80%
2023,D'Andre Swift,PHI,27,5,40.30%,10,2,33.30%
2023,Tyler Allgeier,ATL,10,3,27.80%,4,2,36.40%
2023,AJ Dillon,GNB,18,2,52.90%,7,1,41.20%
2023,Aaron Jones,GNB,10,2,29.40%,6,2,35.30%
2023,Chuba Hubbard,CAR,17,5,58.60%,8,3,50.00%
2023,James Conner,ARI,18,6,54.50%,9,4,50.00%
2023,Kareem Hunt,CLE,15,8,48.40%,11,7,64.70%
2023,Devin Singletary,HOU,17,3,39.50%,7,2,30.40%
2023,James Cook,BUF,18,1,28.10%,4,1,12.50%
2023,Austin Ekeler,LAC,24,5,53.30%,13,5,56.50%
2023,Lamar Jackson,BAL,13,5,21.00%,5,1,16.70%
2023,Jonathan Taylor,IND,14,6,29.80%,9,4,34.60%
2023,Taysom Hill,NOR,18,3,32.70%,7,3,35.00%
2023,Brian Robinson,WAS,13,3,50.00%,7,2,46.70%
2023,Kenneth Gainwell,PHI,10,1,14.90%,3,1,10.00%
2023,Alexander Mattison,MIN,12,0,42.90%,9,0,56.30%
2023,Bijan Robinson,ATL,12,3,33.30%,2,1,18.20%
2023,Zach Charbonnet,SEA,13,1,35.10%,3,1,17.60%
2023,Justin Fields,CHI,11,3,28.20%,5,2,25.00%
2023,Dameon Pierce,HOU,14,2,32.60%,8,2,34.80%
2023,Ezekiel Elliott,NWE,11,3,57.90%,4,2,57.10%
2023,Breece Hall,NYJ,10,2,66.70%,1,1,50.00%
2023,Justice Hill,BAL,11,2,17.70%,4,2,13.30%
2023,Latavius Murray,BUF,17,4,26.60%,11,4,34.40%
2023,De'Von Achane,MIA,11,5,19.00%,4,3,14.80%
2023,Rhamondre Stevenson,NWE,8,3,42.10%,3,2,42.90%
2023,Russell Wilson,DEN,7,3,19.40%,4,3,25.00%
2023,D'Onta Foreman,CHI,10,4,25.60%,6,4,30.00%
2023,Jaylen Warren,PIT,8,0,20.50%,4,0,25.00%
2023,Jerome Ford,CLE,10,3,32.30%,4,3,23.50%
2023,Baker Mayfield,TAM,5,1,20.00%,3,1,25.00%
2023,Elijah Mitchell,SFO,12,2,21.40%,8,2,25.00%
2023,Rico Dowdle,DAL,6,2,12.00%,4,2,16.70%
2023,Khalil Herbert,CHI,5,1,12.80%,1,1,5.00%
2023,Royce Freeman,LAR,9,1,17.60%,4,1,18.20%
2023,Joshua Kelley,LAC,7,1,15.60%,3,1,13.00%
2023,Trevor Lawrence,JAX,10,4,30.30%,4,2,26.70%
2023,Patrick Mahomes,KAN,8,0,21.10%,5,0,27.80%
2023,Dak Prescott,DAL,7,1,14.00%,2,0,8.30%
2023,Desmond Ridder,ATL,7,5,19.40%,2,1,18.20%
2023,Zamir White,LVR,7,1,18.90%,3,1,20.00%
2023,Jamaal Williams,NOR,7,1,12.70%,2,1,10.00%
2023,Joshua Dobbs,2TM,4,3,,2,1,
2023,Justin Herbert,LAC,6,2,13.30%,5,2,21.70%
2023,Roschon Johnson,CHI,7,2,17.90%,5,2,25.00%
2023,Kyler Murray,ARI,9,3,27.30%,5,2,27.80%
2023,Samaje Perine,DEN,7,1,19.40%,3,1,18.80%
2023,Miles Sanders,CAR,7,1,24.10%,4,1,25.00%
2023,Jared Goff,DET,4,2,6.60%,2,2,6.90%
2023,Tank Bigsby,JAX,4,2,12.10%,2,2,13.30%
2023,Jake Browning,CIN,7,3,14.90%,4,3,18.20%
2023,Ty Chandler,MIN,5,3,17.90%,3,3,18.80%
2023,Sam Howell,WAS,5,4,19.20%,2,2,13.30%
2023,Jordan Love,GNB,5,4,14.70%,3,3,17.60%
2023,Deebo Samuel,SFO,2,2,3.60%,2,2,6.30%
2023,Tyjae Spears,TEN,5,1,15.60%,3,1,17.60%
2023,C.J. Stroud,HOU,6,3,14.00%,3,2,13.00%
2023,Tua Tagovailoa,MIA,6,0,10.30%,1,0,3.70%
2023,Jeff Wilson,MIA,2,0,3.40%,1,0,3.70%
2023,Matt Breida,NYG,1,1,4.50%,0,0,0.00%
2023,Dalvin Cook,NYJ,2,0,13.30%,0,0,0.00%
2023,Antonio Gibson,WAS,1,1,3.80%,1,1,6.70%
2023,Daniel Jones,NYG,2,0,9.10%,0,0,0.00%
2023,Anthony Richardson,IND,4,2,8.50%,3,2,11.50%
2023,Geno Smith,SEA,4,1,10.80%,0,0,0.00%
2023,Cam Akers,2TM,5,2,,2,1,
2023,Clyde Edwards-Helaire,KAN,5,1,13.20%,2,1,11.10%
2023,Jaleel McLaughlin,DEN,4,1,11.10%,0,0,0.00%
2023,Gardner Minshew,IND,5,2,10.60%,4,2,15.40%
2023,Cordarrelle Patterson,ATL,5,0,13.90%,2,0,18.20%
2023,Chris Rodriguez,WAS,4,1,15.40%,3,1,20.00%
2023,Isaiah Spiller,LAC,2,0,4.40%,0,0,0.00%
2023,Patrick Taylor,GNB,1,0,2.90%,1,0,5.90%
2023,Derek Carr,NOR,2,0,3.60%,0,0,0.00%
2023,Melvin Gordon,BAL,3,1,4.80%,0,0,0.00%
2023,Damien Harris,BUF,4,1,6.30%,2,1,6.30%
2023,Aidan O'Connell,LVR,3,1,8.10%,3,1,20.00%
2023,Brock Purdy,SFO,3,2,5.40%,2,2,6.30%
2023,Craig Reynolds,DET,5,1,8.20%,2,0,6.90%
2023,Easton Stick,LAC,5,1,11.10%,2,1,8.70%
2023,Bryce Young,CAR,4,0,13.80%,4,0,25.00%
2023,Salvon Ahmed,MIA,3,1,5.20%,1,0,3.70%
2023,Michael Carter,2TM,1,0,,0,0,
2023,Leonard Fournette,BUF,2,0,3.10%,1,0,3.10%
2023,Darrell Henderson,LAR,5,2,9.80%,3,2,13.60%
2023,D'Ernest Johnson,JAX,3,0,9.10%,0,0,0.00%
2023,Ty Johnson,BUF,0,0,0.00%,0,0,0.00%
2023,Tony Jones,NOR,5,2,9.10%,2,2,10.00%
2023,Pierre Strong,CLE,2,1,6.50%,2,1,11.80%
2023,Tyson Bagent,CHI,3,2,7.70%,3,2,15.00%
2023,Chase Brown,CIN,1,0,2.10%,0,0,0.00%
2023,Kirk Cousins,MIN,3,0,10.70%,2,0,12.50%
2023,Chase Edmonds,TAM,0,0,0.00%,0,0,0.00%
2023,Darrynton Evans,CHI,2,0,5.10%,0,0,0.00%
2023,Joe Flacco,CLE,1,0,3.20%,0,0,0.00%
2023,Tyler Goodson,IND,1,0,2.10%,0,0,0.00%
2023,Tyler Huntley,BAL,3,0,4.80%,1,0,3.30%
2023,Deon Jackson,IND,2,0,4.30%,1,0,3.80%
2023,Jordan Mason,SFO,2,2,3.60%,1,1,3.10%
2023,Kenny Pickett,PIT,2,1,5.10%,2,1,12.50%
2023,Curtis Samuel,WAS,1,1,3.80%,1,1,6.70%
2023,Kadarius Toney,KAN,1,0,2.60%,0,0,0.00%
2023,Mitchell Trubisky,PIT,3,2,7.70%,3,2,18.80%
2023,Deuce Vaughn,DAL,1,0,2.00%,1,0,4.20%
2023,Andrew Beck,HOU,3,1,7.00%,3,1,13.00%
2023,Nick Chubb,CLE,2,0,6.50%,0,0,0.00%
2023,Brandin Cooks,DAL,0,0,0.00%,0,0,0.00%
2023,Tommy DeVito,NYG,2,1,9.10%,0,0,0.00%
2023,Jimmy Garoppolo,LVR,2,0,5.40%,1,0,6.70%
2023,CeeDee Lamb,DAL,2,1,4.00%,1,1,4.20%
2023,Will Levis,TEN,2,1,6.30%,2,1,11.80%
2023,Jerick McKinnon,KAN,1,1,2.60%,0,0,0.00%
2023,Jakobi Meyers,LVR,1,1,2.70%,0,0,0.00%
2023,Kendre Miller,NOR,1,1,1.80%,1,1,5.00%
2023,Keaton Mitchell,BAL,0,0,0.00%,0,0,0.00%
2023,Puka Nacua,LAR,0,0,0.00%,0,0,0.00%
2023,Mason Rudolph,PIT,2,0,5.10%,0,0,0.00%
2023,Laviska Shenault,CAR,1,0,3.40%,0,0,0.00%
2023,Matthew Stafford,LAR,2,0,3.90%,1,0,4.50%
2023,Tyrod Taylor,NYG,0,0,0.00%,0,0,0.00%
2023,Deven Thompkins,TAM,0,0,0.00%,0,0,0.00%
2023,Deshaun Watson,CLE,0,0,0.00%,0,0,0.00%
2023,Carson Wentz,LAR,1,0,2.00%,0,0,0.00%
2023,Jamal Agnew,JAX,0,0,0.00%,0,0,0.00%
2023,Kyle Allen,BUF,0,0,0.00%,0,0,0.00%
2023,Raheem Blackshear,CAR,0,0,0.00%,0,0,0.00%
2023,Brandon Bolden,LVR,2,0,5.40%,0,0,0.00%
2023,Chris Brooks,MIA,2,0,3.40%,0,0,0.00%
2023,Joe Burrow,CIN,0,0,0.00%,0,0,0.00%
2023,Tank Dell,HOU,0,0,0.00%,0,0,0.00%
2023,Emari Demercado,ARI,1,0,3.00%,1,0,5.60%
2023,Erik Ezukanma,MIA,1,0,1.70%,1,0,3.70%
2023,Zay Flowers,BAL,1,0,1.60%,0,0,0.00%
2023,Xavier Gipson,NYJ,1,1,6.70%,0,0,0.00%
2023,Eric Gray,NYG,0,0,0.00%,0,0,0.00%
2023,Kevin Harris,NWE,0,0,0.00%,0,0,0.00%
2023,DeAndre Hopkins,TEN,1,0,3.10%,0,0,0.00%
2023,Xavier Hutchinson,HOU,1,0,2.30%,1,0,4.30%
2023,Keaontay Ingram,ARI,1,0,3.00%,0,0,0.00%
2023,Kyle Juszczyk,SFO,2,0,3.60%,1,0,3.10%
2023,Hunter Luepke,DAL,2,1,4.00%,2,1,8.30%
2023,Nick Mullens,MIN,1,0,3.60%,0,0,0.00%
2023,Dare Ogunbowale,HOU,0,0,0.00%,0,0,0.00%
2023,La'Mical Perine,KAN,2,0,5.30%,2,0,11.10%
2023,Jayden Reed,GNB,0,0,0.00%,0,0,0.00%
2023,Boston Scott,PHI,1,0,1.50%,1,0,3.30%
2023,Ryan Tannehill,TEN,0,0,0.00%,0,0,0.00%
2023,Dorian Thompson-Robinson,CLE,1,0,3.20%,0,0,0.00%
2023,KaVontae Turpin,DAL,1,1,2.00%,0,0,0.00%
2023,Zach Wilson,NYJ,1,0,6.70%,0,0,0.00%
2023,Jameis Winston,NOR,0,0,0.00%,0,0,0.00%
2023,Jordan Addison,MIN,0,0,0.00%,0,0,0.00%
2023,Keenan Allen,LAC,1,0,2.20%,0,0,0.00%
2023,Mark Andrews,BAL,0,0,0.00%,0,0,0.00%
2023,Tutu Atwell,LAR,0,0,0.00%,0,0,0.00%
2023,Calvin Austin,PIT,1,1,2.60%,0,0,0.00%
2023,Nick Bawden,NYJ,1,1,6.70%,1,1,50.00%
2023,Jake Bobo,SEA,1,1,2.70%,1,1,5.90%
2023,Mike Boone,HOU,0,0,0.00%,0,0,0.00%
2023,Tim Boyle,NYJ,0,0,0.00%,0,0,0.00%
2023,Jacoby Brissett,WAS,1,0,3.80%,1,0,6.70%
2023,Noah Brown,HOU,0,0,0.00%,0,0,0.00%
2023,Treylon Burks,TEN,0,0,0.00%,0,0,0.00%
2023,DeAndre Carter,LVR,0,0,0.00%,0,0,0.00%
2023,Jashaun Corbin,NYG,1,0,4.50%,0,0,0.00%
2023,Sam Darnold,SFO,1,1,1.80%,1,1,3.10%
2023,Derius Davis,LAC,0,0,0.00%,0,0,0.00%
2023,Stefon Diggs,BUF,1,0,1.60%,0,0,0.00%
2023,J.K. Dobbins,BAL,1,1,1.60%,1,1,3.30%
2023,Elijah Dotson,LAC,0,0,0.00%,0,0,0.00%
2023,Devin Duvernay,BAL,0,0,0.00%,0,0,0.00%
2023,Chris Godwin,TAM,0,0,0.00%,0,0,0.00%
2023,Dallas Goedert,PHI,0,0,0.00%,0,0,0.00%
2023,Derrick Gore,WAS,1,0,3.80%,0,0,0.00%
2023,Noah Gray,KAN,1,0,2.60%,0,0,0.00%
2023,Jaren Hall,MIN,1,0,3.60%,1,0,6.30%
2023,Deonte Harty,BUF,1,0,1.60%,0,0,0.00%
2023,Taylor Heinicke,ATL,0,0,0.00%,0,0,0.00%
2023,Peyton Hendershot,DAL,1,0,2.00%,1,0,4.20%
2023,Tyreek Hill,MIA,0,0,0.00%,0,0,0.00%
2023,KhaDarel Hodge,ATL,1,0,2.80%,0,0,0.00%
2023,Justin Jefferson,MIN,1,0,3.60%,0,0,0.00%
2023,Case Keenum,HOU,1,0,2.30%,1,0,4.30%
2023,Cole Kmet,CHI,1,0,2.60%,0,0,0.00%
2023,Cooper Kupp,LAR,0,0,0.00%,0,0,0.00%
2023,John Metchie,HOU,0,0,0.00%,0,0,0.00%
2023,Davis Mills,HOU,1,0,2.30%,0,0,0.00%
2023,Marvin Mims,DEN,0,0,0.00%,0,0,0.00%
2023,Darnell Mooney,CHI,0,0,0.00%,0,0,0.00%
2023,D.J. Moore,CHI,0,0,0.00%,0,0,0.00%
2023,Elijah Moore,CLE,0,0,0.00%,0,0,0.00%
2023,Rondale Moore,ARI,0,0,0.00%,0,0,0.00%
2023,Kalif Raymond,DET,0,0,0.00%,0,0,0.00%
2023,Calvin Ridley,JAX,0,0,0.00%,0,0,0.00%
2023,Wan'Dale Robinson,NYG,0,0,0.00%,0,0,0.00%
2023,Trey Sermon,IND,0,0,0.00%,0,0,0.00%
2023,Khalil Shakir,BUF,0,0,0.00%,0,0,0.00%
2023,Sterling Shepard,NYG,1,0,4.50%,0,0,0.00%
2023,Ihmir Smith-Marsette,CAR,0,0,0.00%,0,0,0.00%
2023,Jonnu Smith,ATL,1,0,2.80%,1,0,9.10%
2023,Jarrett Stidham,DEN,1,0,2.80%,1,0,6.30%
2023,Amon-Ra St. Brown,DET,0,0,0.00%,0,0,0.00%
2023,Adam Thielen,CAR,0,0,0.00%,0,0,0.00%
2023,Tre Tucker,LVR,0,0,0.00%,0,0,0.00%
2023,Clayton Tune,ARI,1,1,3.00%,1,1,5.60%
2023,Ke'Shawn Vaughn,TAM,1,0,4.00%,1,0,8.30%
2023,Jameson Williams,DET,0,0,0.00%,0,0,0.00%
2023,Trayveon Williams,CIN,1,0,2.10%,0,0,0.00%
2023,Emanuel Wilson,GNB,0,0,0.00%,0,0,0.00%
2023,Bailey Zappe,NWE,0,0,0.00%,0,0,0.00%
2022,,,Inside 10,Inside 10,Inside 10,Inside 5,Inside 5,Inside 5
2022,Player,Tm,Att,TD,%Rush,Att,TD,%Rush
2022,Jamaal Williams,DET,45,15,73.80%,28,14,84.80%
2022,Kenneth Walker,SEA,16,2,76.20%,9,1,100.00%
2022,Austin Ekeler,LAC,24,10,63.20%,8,6,53.30%
2022,Miles Sanders,PHI,26,8,36.10%,11,5,26.80%
2022,Jalen Hurts,PHI,26,11,36.10%,20,9,48.80%
2022,Travis Etienne,JAX,23,4,47.90%,10,2,43.50%
2022,Josh Jacobs,LVR,23,8,85.20%,11,5,91.70%
2022,Dalvin Cook,MIN,24,6,53.30%,15,5,60.00%
2022,Najee Harris,PIT,22,6,53.70%,9,3,37.50%
2022,Tyler Allgeier,ATL,17,3,35.40%,6,1,33.30%
2022,Christian McCaffrey,2TM,21,5,,10,5,
2022,Joe Mixon,CIN,29,6,58.00%,14,5,63.60%
2022,Nick Chubb,CLE,20,7,52.60%,12,6,63.20%
2022,Derrick Henry,TEN,17,10,70.80%,15,10,88.20%
2022,Saquon Barkley,NYG,23,7,51.10%,14,7,58.30%
2022,Ezekiel Elliott,DAL,26,11,61.90%,16,9,69.60%
2022,Devin Singletary,BUF,17,4,43.60%,7,2,38.90%
2022,D'Onta Foreman,CAR,16,3,48.50%,7,3,50.00%
2022,Dameon Pierce,HOU,15,3,50.00%,7,3,53.80%
2022,David Montgomery,CHI,16,5,37.20%,3,2,15.00%
2022,Rhamondre Stevenson,NWE,19,3,59.40%,7,2,58.30%
2022,Jonathan Taylor,IND,16,3,50.00%,8,3,50.00%
2022,Isiah Pacheco,KAN,20,5,43.50%,7,3,30.40%
2022,Cordarrelle Patterson,ATL,12,6,25.00%,5,4,27.80%
2022,Aaron Jones,GNB,9,0,28.10%,2,0,12.50%
2022,Cam Akers,LAR,14,6,53.80%,8,5,57.10%
2022,AJ Dillon,GNB,17,5,53.10%,10,4,62.50%
2022,Leonard Fournette,TAM,19,3,65.50%,8,3,61.50%
2022,Josh Allen,BUF,15,5,38.50%,11,4,61.10%
2022,Justin Fields,CHI,15,5,34.90%,10,5,50.00%
2022,Antonio Gibson,WAS,16,3,37.20%,8,3,47.10%
2022,Kareem Hunt,CLE,12,2,31.60%,4,2,21.10%
2022,Daniel Jones,NYG,14,5,31.10%,7,3,29.20%
2022,Jeff Wilson,2TM,16,3,,8,3,
2022,James Conner,ARI,15,6,44.10%,6,4,37.50%
2022,Tony Pollard,DAL,12,3,28.60%,6,2,26.10%
2022,Brian Robinson,WAS,14,2,32.60%,5,2,29.40%
2022,D'Andre Swift,DET,11,4,18.00%,4,2,12.10%
2022,Joe Burrow,CIN,14,4,28.00%,7,4,31.80%
2022,Khalil Herbert,CHI,8,2,18.60%,6,2,30.00%
2022,Alvin Kamara,NOR,8,2,30.80%,4,2,36.40%
2022,Jerick McKinnon,KAN,7,0,15.20%,5,0,21.70%
2022,Raheem Mostert,MIA,8,1,38.10%,3,1,25.00%
2022,Michael Carter,NYJ,8,3,26.70%,3,2,21.40%
2022,Kenyan Drake,BAL,7,3,17.50%,3,3,18.80%
2022,Caleb Huntley,ATL,8,1,16.70%,1,0,5.60%
2022,Lamar Jackson,BAL,9,2,22.50%,4,1,25.00%
2022,Taysom Hill,NOR,12,5,46.20%,3,2,27.30%
2022,Marcus Mariota,ATL,8,4,16.70%,4,3,22.20%
2022,James Robinson,2TM,10,0,,4,0,
2022,Kenneth Gainwell,PHI,12,4,16.70%,6,3,14.60%
2022,Zack Moss,IND,7,0,21.90%,3,0,18.80%
2022,Breece Hall,NYJ,9,2,30.00%,4,1,28.60%
2022,Chuba Hubbard,CAR,5,1,15.20%,1,1,7.10%
2022,Samaje Perine,CIN,6,2,12.00%,0,0,0.00%
2022,J.K. Dobbins,BAL,7,2,17.50%,4,2,25.00%
2022,Melvin Gordon,DEN,10,2,35.70%,6,2,40.00%
2022,Joshua Kelley,LAC,8,2,21.10%,3,1,20.00%
2022,Trevor Lawrence,JAX,9,5,18.80%,6,5,26.10%
2022,Patrick Mahomes,KAN,6,3,13.00%,3,2,13.00%
2022,Eno Benjamin,2TM,5,1,,1,0,
2022,Alexander Mattison,MIN,12,4,26.70%,3,2,12.00%
2022,Gus Edwards,BAL,7,3,17.50%,2,2,12.50%
2022,Elijah Mitchell,SFO,7,2,11.70%,2,0,6.50%
2022,Kyler Murray,ARI,5,3,14.70%,4,2,25.00%
2022,Latavius Murray,2TM,11,6,,6,5,
2022,Jaylen Warren,PIT,4,1,9.80%,2,1,8.30%
2022,James Cook,BUF,4,0,10.30%,0,0,0.00%
2022,Damien Harris,NWE,6,3,18.80%,2,2,16.70%
2022,Tyler Huntley,BAL,4,1,10.00%,1,1,6.30%
2022,Kenny Pickett,PIT,7,3,17.10%,6,3,25.00%
2022,Rachaad White,TAM,5,1,17.20%,3,1,23.10%
2022,Jacoby Brissett,CLE,5,2,13.20%,2,2,10.50%
2022,Tyrion Davis-Price,SFO,4,0,6.70%,1,0,3.20%
2022,Zonovan Knight,NYJ,4,0,13.30%,3,0,21.40%
2022,Boston Scott,PHI,5,3,6.90%,3,2,7.30%
2022,Tom Brady,TAM,2,1,6.90%,2,1,15.40%
2022,Matt Breida,NYG,4,1,8.90%,1,1,4.20%
2022,Clyde Edwards-Helaire,KAN,5,2,10.90%,4,2,17.40%
2022,Darrell Henderson,LAR,7,3,26.90%,3,2,21.40%
2022,Deon Jackson,IND,1,1,3.10%,1,1,6.30%
2022,Keaontay Ingram,ARI,2,1,5.90%,2,1,12.50%
2022,Mac Jones,NWE,3,1,9.40%,1,1,8.30%
2022,Dare Ogunbowale,HOU,4,1,13.30%,2,1,15.40%
2022,Deebo Samuel,SFO,3,1,5.00%,1,0,3.20%
2022,Zach Wilson,NYJ,4,1,13.30%,2,0,14.30%
2022,Royce Freeman,HOU,3,0,10.00%,0,0,0.00%
2022,Jaret Patterson,WAS,3,0,7.00%,0,0,0.00%
2022,Brock Purdy,SFO,6,1,10.00%,5,1,16.10%
2022,Aaron Rodgers,GNB,5,1,15.60%,4,1,25.00%
2022,Curtis Samuel,WAS,1,1,2.30%,0,0,0.00%
2022,Geno Smith,SEA,2,1,9.50%,0,0,0.00%
2022,Ryan Tannehill,TEN,6,2,25.00%,2,2,11.80%
2022,Kirk Cousins,MIN,4,1,8.90%,3,1,12.00%
2022,Andy Dalton,NOR,2,0,7.70%,2,0,18.20%
2022,Trestan Ebner,CHI,4,0,9.30%,1,0,5.00%
2022,Jamycal Hasty,JAX,4,1,8.30%,2,0,8.70%
2022,Justin Herbert,LAC,3,0,7.90%,1,0,6.70%
2022,Baker Mayfield,CAR,1,1,3.00%,0,0,0.00%
2022,Davis Mills,HOU,3,1,10.00%,1,1,7.70%
2022,Dak Prescott,DAL,2,1,4.80%,0,0,0.00%
2022,Deshaun Watson,CLE,1,0,2.60%,1,0,5.30%
2022,Raheem Blackshear,CAR,4,3,12.10%,2,1,14.30%
2022,Sam Darnold,CAR,4,2,12.10%,3,2,21.40%
2022,Chase Edmonds,MIA,2,2,9.50%,2,2,16.70%
2022,Jimmy Garoppolo,SFO,4,2,6.70%,4,2,12.90%
2022,Nyheim Hines,2TM,5,1,,1,0,
2022,Mark Ingram,NOR,3,1,11.50%,1,0,9.10%
2022,Justin Jackson,DET,2,0,3.30%,1,0,3.00%
2022,Kyle Juszczyk,SFO,2,1,3.30%,2,1,6.50%
2022,Sony Michel,LAC,2,0,5.30%,2,0,13.30%
2022,Rashaad Penny,SEA,1,0,4.80%,0,0,0.00%
2022,Desmond Ridder,ATL,2,0,4.20%,2,0,11.10%
2022,Carson Wentz,WAS,4,1,9.30%,2,1,11.80%
2022,Jonathan Williams,WAS,1,0,2.30%,1,0,5.90%
2022,Russell Wilson,DEN,2,2,7.10%,2,2,13.30%
2022,Gary Brightwell,NYG,3,1,6.70%,1,1,4.20%
2022,Malcolm Brown,LAR,3,0,11.50%,2,0,14.30%
2022,Tevin Coleman,SFO,2,1,3.30%,1,0,3.20%
2022,Sam Ehlinger,IND,2,0,6.30%,1,0,6.30%
2022,Jared Goff,DET,2,0,3.30%,0,0,0.00%
2022,Taylor Heinicke,WAS,3,1,7.00%,1,1,5.90%
2022,Justice Hill,BAL,1,0,2.50%,0,0,0.00%
2022,Trey Lance,SFO,1,0,1.70%,0,0,0.00%
2022,Matt Ryan,IND,3,1,9.40%,2,1,12.50%
2022,Amon-Ra St. Brown,DET,1,0,1.60%,0,0,0.00%
2022,Tua Tagovailoa,MIA,0,0,0.00%,0,0,0.00%
2022,Darrel Williams,ARI,1,1,2.90%,1,1,6.30%
2022,Javonte Williams,DEN,4,0,14.30%,1,0,6.70%
2022,Tutu Atwell,LAR,0,0,0.00%,0,0,0.00%
2022,Brandon Bolden,LVR,2,0,7.40%,1,0,8.30%
2022,Rex Burkhead,HOU,3,0,10.00%,2,0,15.40%
2022,Derek Carr,LVR,0,0,0.00%,0,0,0.00%
2022,Corey Clement,ARI,3,1,8.80%,1,1,6.30%
2022,Malik Davis,DAL,1,0,2.40%,0,0,0.00%
2022,Mike Davis,BAL,2,0,5.00%,2,0,12.50%
2022,Jeff Driskel,HOU,2,0,6.70%,1,0,7.70%
2022,Devin Duvernay,BAL,1,0,2.50%,0,0,0.00%
2022,Kevin Harris,NWE,1,0,3.10%,0,0,0.00%
2022,Travis Homer,SEA,2,0,9.50%,0,0,0.00%
2022,Jordan Mason,SFO,2,0,3.30%,1,0,3.20%
2022,Nick Mullens,MIN,2,0,4.40%,1,0,4.00%
2022,Pierre Strong,NWE,1,1,3.10%,1,1,8.30%
2022,Mitchell Trubisky,PIT,3,2,7.30%,3,2,12.50%
2022,Mike White,NYJ,3,1,10.00%,1,1,7.10%
2022,Malik Willis,TEN,1,0,4.20%,0,0,0.00%
2022,Salvon Ahmed,MIA,0,0,0.00%,0,0,0.00%
2022,Giovani Bernard,TAM,1,0,3.40%,0,0,0.00%
2022,Kendrick Bourne,NWE,0,0,0.00%,0,0,0.00%
2022,Spencer Brown,CAR,2,0,6.10%,0,0,0.00%
2022,Julius Chestnut,TEN,0,0,0.00%,0,0,0.00%
2022,DeeJay Dallas,SEA,0,0,0.00%,0,0,0.00%
2022,Greg Dortch,ARI,1,0,2.90%,1,0,6.30%
